Object Unique ID,Level,File name,File use,Type of Resource,Language,Title,Subtitle,Translation,Variant,Variant,Variant,Begin date,Date:creation,End date,File name 2,File use 2,Identifier:filename,Identifier:local,Note:local attribution,Note:note,Note:note,Note:note,Note:note,Note:publication,Note:publication,Note:series,Subject:topic
http://library.ucsd.edu/ark:/20775/bb59396880,Object,20775-bb59396880-0-1.pdf,document-service,text,,Third World,,,Indicator,Crazy Times,,1970-11-04,"November 4, 1970",1970-11-04,20775-bb59396880-0-2.tgz,document-source,tw_NOVEMBER_4_1970.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,,,,"La Jolla, CA","Vol. 1, no. 1 (Nov. 4, 1970)-[v. 1, no. 8] (May 7, 1971)","Volume 1, Issue 1",
http://library.ucsd.edu/ark:/20775/bb6519898j,Object,20775-bb6519898j-0-1.pdf,document-service,text,,Sandscript,,,,,,1965-05-12,"May 12, 1965",1965-05-12,20775-bb6519898j-0-2.tgz,document-source,sa_MAY_12_1965.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","""UCSD's first weekly student newspaper."" Frequent irregularities in numbering",PDF file includes photographs,,,"Vol. 1, no. 1 (10 Feb. 1965)- Ceased with issue for June 1966","La Jolla, CA","Volume 1, Issue 12",
http://library.ucsd.edu/ark:/20775/bb3482326c,Object,20775-bb3482326c-0-1.pdf,document-service,text,,Sandscript,,,,,,1966-02-25,"February 25, 1966",1966-02-25,20775-bb3482326c-0-2.tgz,document-source,sa_FEBRUARY_25_1966.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","""UCSD's first weekly student newspaper."" Frequent irregularities in numbering",PDF file includes photographs,,,"La Jolla, CA","Vol. 1, no. 1 (10 Feb. 1965)- Ceased with issue for June 1966","Volume 2, Issue 11",
http://library.ucsd.edu/ark:/20775/bb8055747x,Object,20775-bb8055747x-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1980-10-21,"October 21-November 3, 1980",1980-11-03,20775-bb8055747x-0-2.tgz,document-source,ni_OCTOBER_21_NOVEMBER_3_1980.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""","Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)",,"La Jolla, CA","Vol. 1, no. 7 (Feb. 17, 1976)-","Volume 6, Issue 3",
http://library.ucsd.edu/ark:/20775/bb22195182,Object,20775-bb22195182-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1990-10-21,"October 21-November 14, 1990",1990-11-14,20775-bb22195182-0-2.tgz,document-source,ni_OCT_21_NOV_14_1990.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)","""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""",,"Vol. 1, no. 7 (Feb. 17, 1976)-","La Jolla, CA","Volume 16, Issue 4",
http://library.ucsd.edu/ark:/20775/bb06154066,Object,20775-bb06154066-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1985-05-21,"May 21-June 3, 1985",1985-06-03,20775-bb06154066-0-2.tgz,document-source,ni_MAY_21_JUNE_3_1985.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""",PDF file includes photographs,"Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)",,"La Jolla, CA","Vol. 1, no. 7 (Feb. 17, 1976)-","Volume 10, Issue 15",
http://library.ucsd.edu/ark:/20775/bb96939916,Object,20775-bb96939916-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1976-10-01,October 1976,1976-10-31,20775-bb96939916-0-2.tgz,document-source,ni_BULLETIN.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)",PDF file includes photographs,"""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""",,"La Jolla, CA","Vol. 1, no. 7 (Feb. 17, 1976)-","Volume 2, Issue",
http://library.ucsd.edu/ark:/20775/bb61444680,Object,20775-bb61444680-0-1.pdf,document-service,text,,California Review,,,,,,1982-11-01,November-December 1982,1982-12-31,20775-bb61444680-0-2.tgz,document-source,cr_NOVEMBER_DECEMBER_1982.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","""A Conservative journal."" Imprint varies. Published: La Jolla, Calif., Oct. 1983-",PDF file includes photographs,,,"La Jolla, CA","Vol. 1, no. 1 (May 24, 1982)-","Volume 2, Issue 3",
http://library.ucsd.edu/ark:/20775/bb08884477,Object,20775-bb08884477-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1987-02-03,"February 3-16, 1987",1987-02-16,20775-bb08884477-0-2.tgz,document-source,ni_FEB_3-16_1987.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""",PDF file includes photographs,"Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)",,"La Jolla, CA","Vol. 1, no. 7 (Feb. 17, 1976)-","Volume 12, Issue 8",
http://library.ucsd.edu/ark:/20775/bb6212731n,Object,20775-bb6212731n-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1986-01-14,"January 14-28, 1986",1986-01-28,20775-bb6212731n-0-2.tgz,document-source,ni_JAN_4-18_1988.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)","""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""",PDF file includes photographs,,"La Jolla, CA","Vol. 1, no. 7 (Feb. 17, 1976)-","Volume 11, Issue 7",
http://library.ucsd.edu/ark:/20775/bb82263981,Object,20775-bb82263981-0-1.pdf,document-service,text,,North Star,,,Crazy Times,Natty Dread,,1974-04-16,"April 16-30, 1974",1974-04-30,20775-bb82263981-0-2.tgz,document-source,ns_APRIL_16-30_1974.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"Title from masthead ""A UCSD-North County student-oriented newspaper."", Merged with Sometimes to form Natty Dread",,,"Vol. 1, no. 1 ([Aug. 21, 1972])-","La Jolla, CA","Volume 4, Issue 16",
http://library.ucsd.edu/ark:/20775/bb3789499p,Object,20775-bb3789499p-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1983-05-17,"May 17-30, 1983",1983-05-30,20775-bb3789499p-0-2.tgz,document-source,ni_MAY_17-30_1983.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""","Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)",,"Vol. 1, no. 7 (Feb. 17, 1976)-","La Jolla, CA","Volume 8, Issue 16",
http://library.ucsd.edu/ark:/20775/bb3687107s,Object,20775-bb3687107s-0-1.pdf,document-service,text,,Prensa Popular,,,,,,1974-06-01,June 1974,1974-06-30,20775-bb3687107s-0-2.tgz,document-source,pp_JUNE_1974.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","Latest issue consulted: Vol. 2, no. 2 (Apr./May 1975)","""A student newspaper at UCSD published with university support to serve both the campus and the Chicano community in San Diego,"" Nov. 26, 1973-",PDF file includes photographs,Chiefly English; some articles in Spanish,"La Jolla, CA","Vol. 1, no. 1 (Oct. 16, 1973)-","Volume 1, Issue 7",
http://library.ucsd.edu/ark:/20775/bb4164932t,Object,20775-bb4164932t-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1986-05-13,"May 13-26, 1986",1986-05-26,20775-bb4164932t-0-2.tgz,document-source,ni_MAY_13-26_1986.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""","Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)",PDF file includes photographs,,"Vol. 1, no. 7 (Feb. 17, 1976)-","La Jolla, CA","Volume 11, Issue 15",
http://library.ucsd.edu/ark:/20775/bb4711009w,Object,20775-bb4711009w-0-1.pdf,document-service,text,,Revellations,,,,,,1989-03-01,"March 1, 1989",1989-03-01,20775-bb4711009w-0-2.tgz,document-source,re_MARCH_1_1989_ISSUE_8.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","Numbering is irregular: Vols. for 1976-1978, Fall 1980-Spring 1983, and Oct. 11, 1990- have both volume and issue numbering. Vols. for 1979-spring 1980 and Oct. 1986-Oct. 8, 1990 have issue numbering only. Some issues lack numbering.","""Revellations is a student publication by the students for the students of Revelle College.""; Description based on: Issue 1 (Oct. 30, 1991)",PDF file includes photographs,Latest issue consulted: Vol. 18-1 (fall 1995),"La Jolla, CA",,"Volume 11, Issue 8",
http://library.ucsd.edu/ark:/20775/bb0854321x,Object,20775-bb0854321x-0-1.pdf,document-service,text,,California Review,,,,,,2003-06-06,"June 6, 2003",2003-06-06,20775-bb0854321x-0-2.tgz,document-source,cr_JUNE_6_2003.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"""A Conservative journal."" Imprint varies. Published: La Jolla, Calif., Oct. 1983-",,,"Vol. 1, no. 1 (May 24, 1982)-","La Jolla, CA","Volume 22, Issue 7",
http://library.ucsd.edu/ark:/20775/bb7850966n,Object,20775-bb7850966n-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1993-06-01,June 1993,1993-06-30,20775-bb7850966n-0-2.tgz,document-source,ni_JUNE_1993.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)",PDF file includes photographs,"""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""",,"Vol. 1, no. 7 (Feb. 17, 1976)-","La Jolla, CA","Volume 18, Issue 6",
http://library.ucsd.edu/ark:/20775/bb92844306,Object,20775-bb92844306-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1981-02-17,"February 17-March 3, 1981",1981-03-03,20775-bb92844306-0-2.tgz,document-source,ni_FEBRUARY_17_MARCH_3_1981.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)","""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""",,"La Jolla, CA","Vol. 1, no. 7 (Feb. 17, 1976)-","Volume 6, Issue 10",
http://library.ucsd.edu/ark:/20775/bb6758809h,Object,20775-bb6758809h-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1989-09-27,"September 27-October 10, 1989",1989-10-10,20775-bb6758809h-0-2.tgz,document-source,ni_SEPT_27_OCT_10_1989.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)",PDF file includes photographs,"""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""","Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)",,"La Jolla, CA","Vol. 1, no. 7 (Feb. 17, 1976)-","Volume 15, Issue 1",
http://library.ucsd.edu/ark:/20775/bb0683671q,Object,20775-bb0683671q-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1977-06-01,June 1977,1977-06-30,20775-bb0683671q-0-2.tgz,document-source,ni_JUNE_1977_VOL_2_ISSUE_11.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""","Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)",PDF file includes photographs,,"La Jolla, CA","Vol. 1, no. 7 (Feb. 17, 1976)-","Volume 2, Issue 11",
http://library.ucsd.edu/ark:/20775/bb9693990p,Object,20775-bb9693990p-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1987-03-03,"March 3-30, 1987",1987-03-30,20775-bb9693990p-0-2.tgz,document-source,ni_MARCH_3-30_1987.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)",PDF file includes photographs,"""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""",,"Vol. 1, no. 7 (Feb. 17, 1976)-","La Jolla, CA","Volume 12, Issue 10",
http://library.ucsd.edu/ark:/20775/bb8226397h,Object,20775-bb8226397h-0-1.pdf,document-service,text,,Sandscript,,,,,,1965-04-07,"April 7, 1965",1965-04-07,20775-bb8226397h-0-2.tgz,document-source,sa_APRIL_7_1965.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","""UCSD's first weekly student newspaper."" Frequent irregularities in numbering",PDF file includes photographs,,,"La Jolla, CA","Vol. 1, no. 1 (10 Feb. 1965)- Ceased with issue for June 1966","Volume 1, Issue 9",
http://library.ucsd.edu/ark:/20775/bb93526881,Object,20775-bb93526881-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1983-11-30,"November 30-January 4, 1983",1983-01-04,20775-bb93526881-0-2.tgz,document-source,ni_NOV_30_JAN_4_1983.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)","""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""",PDF file includes photographs,,"Vol. 1, no. 7 (Feb. 17, 1976)-","La Jolla, CA","Volume 8, Issue 6",
http://library.ucsd.edu/ark:/20775/bb35505893,Object,20775-bb35505893-0-1.pdf,document-service,text,,Revellations,,,,,,1987-04-10,"April 10, 1987",1987-04-10,20775-bb35505893-0-2.tgz,document-source,re_APRIL_10_1987_ISSUE_11.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","Numbering is irregular: Vols. for 1976-1978, Fall 1980-Spring 1983, and Oct. 11, 1990- have both volume and issue numbering. Vols. for 1979-spring 1980 and Oct. 1986-Oct. 8, 1990 have issue numbering only. Some issues lack numbering.","""Revellations is a student publication by the students for the students of Revelle College.""; Description based on: Issue 1 (Oct. 30, 1991)",Latest issue consulted: Vol. 18-1 (fall 1995),PDF file includes photographs,"La Jolla, CA",,"Volume 9, Issue 11",
http://library.ucsd.edu/ark:/20775/bb5939689h,Object,20775-bb5939689h-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1980-11-04,"November 4-17, 1980",1980-11-17,20775-bb5939689h-0-2.tgz,document-source,ni_NOVEMBER_4-17_1980.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)","""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""",PDF file includes photographs,,"La Jolla, CA","Vol. 1, no. 7 (Feb. 17, 1976)-","Volume 6, Issue 4",
http://library.ucsd.edu/ark:/20775/bb4608618q,Object,20775-bb4608618q-0-1.pdf,document-service,text,,Revellations,,,,,,1987-01-16,"January 16, 1987",1987-01-16,20775-bb4608618q-0-2.tgz,document-source,re_JANUARY_16_1987_ISSUE_6.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","Numbering is irregular: Vols. for 1976-1978, Fall 1980-Spring 1983, and Oct. 11, 1990- have both volume and issue numbering. Vols. for 1979-spring 1980 and Oct. 1986-Oct. 8, 1990 have issue numbering only. Some issues lack numbering.","""Revellations is a student publication by the students for the students of Revelle College.""; Description based on: Issue 1 (Oct. 30, 1991)",Latest issue consulted: Vol. 18-1 (fall 1995),PDF file includes photographs,"La Jolla, CA",,"Volume 9, Issue 6",
http://library.ucsd.edu/ark:/20775/bb5222962k,Object,20775-bb5222962k-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1978-10-03,"October 3-16, 1978",1978-10-16,20775-bb5222962k-0-2.tgz,document-source,ni_OCTOBER_3-16_1978.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)",PDF file includes photographs,"""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""",,"La Jolla, CA","Vol. 1, no. 7 (Feb. 17, 1976)-","Volume 4, Issue 1",
http://library.ucsd.edu/ark:/20775/bb7168367r,Object,20775-bb7168367r-0-1.pdf,document-service,text,,Momentum,,,,,,1992-12-01,Winter 1992,1992-02-28,20775-bb7168367r-0-2.tgz,document-source,mo_WINTER_1992.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","Description based on: Vol.1, no.1 (fall 1991); title from masthead; Latest issue consulted: Vol. 3, no. 3 (May 1994)","""A forum for Asian and Pacific Islander issues.""",PDF file includes photographs,,"Began with vol.1, no.1 (fall 1991)","La Jolla, CA","Volume 1, Issue 2",
http://library.ucsd.edu/ark:/20775/bb3584716v,Object,20775-bb3584716v-0-1.pdf,document-service,text,,The New Indicator,,,Natty Dread,,,1987-01-06,"January 6-20, 1987",1987-01-20,20775-bb3584716v-0-2.tgz,document-source,ni_JAN_6-20_1987.pdf,,"Special Collections & Archives, UC San Diego, La Jolla, 92093-0175 (http://libraries.ucsd.edu/collections/sca/)","""A collectively produced university-community newspaper, distributed to San Diego County college campuses and selected community action/human services organizations.""",PDF file includes photographs,"Description based on: Vol. 7, no. 5 (Nov. 17-Dec. 1, 1981); Latest issue consulted: Vol. 17, no. 10 (Apr. 23, 1992)",,"La Jolla, CA","Vol. 1, no. 7 (Feb. 17, 1976)-","Volume 12, Issue 6",
